"ensembl_gene_id" "external_gene_name" "entrezgene" "description" "percentage_gc_content" "chromosome_name"
"1" "ENSG00000000938" "FGR" 2268 "FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]" 52.97 "1"
"4038" "ENSG00000175130" "MARCKSL1" 65108 "MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]" 64.21 "1"
"4039" "ENSG00000175137" "SH3BP5L" 80851 "SH3-binding domain protein 5-like [Source:HGNC Symbol;Acc:HGNC:29360]" 52.31 "1"
"4040" "ENSG00000175155" "YPEL2" 388403 "yippee-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:18326]" 46.62 "17"
"4041" "ENSG00000175166" "PSMD2" 5708 "proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 [Source:HGNC Symbol;Acc:HGNC:9559]" 49 "3"
"4042" "ENSG00000175203" "DCTN2" 10540 "dynactin 2 (p50) [Source:HGNC Symbol;Acc:HGNC:2712]" 48.08 "12"
"4043" "ENSG00000175206" "NPPA" 4878 "natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]" 54.04 "1"
"4044" "ENSG00000175215" "CTDSP2" 10106 "CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]" 51.21 "12"
"4045" "ENSG00000175216" "CKAP5" 9793 "cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]" 40.42 "11"
"4046" "ENSG00000175220" "ARHGAP1" 392 "Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]" 53.08 "11"
"4047" "ENSG00000175221" "MED16" 10025 "mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]" 62.67 "19"
"4048" "ENSG00000175224" "ATG13" 9776 "autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]" 44.43 "11"
"4049" "ENSG00000175265" "GOLGA8A" 23015 "golgin A8 family, member A [Source:HGNC Symbol;Acc:HGNC:31972]" 47.08 "15"
"4050" "ENSG00000175309" "PHYKPL" 85007 "5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]" 51.43 "5"
"4051" "ENSG00000175334" "BANF1" 8815 "barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]" 58.14 "11"
"4052" "ENSG00000175348" "TMEM9B" 56674 "TMEM9 domain family, member B [Source:HGNC Symbol;Acc:HGNC:1168]" 42.7 "11"
"4053" "ENSG00000175387" "SMAD2" 4087 "SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]" 37.52 "18"
"4054" "ENSG00000175390" "EIF3F" 8665 "eukaryotic translation initiation factor 3, subunit F [Source:HGNC Symbol;Acc:HGNC:3275]" 41.38 "11"
"4055" "ENSG00000175416" "CLTB" 1212 "clathrin, light chain B [Source:HGNC Symbol;Acc:HGNC:2091]" 53.09 "5"
"4056" "ENSG00000175445" "LPL" 4023 "lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]" 40.01 "8"
"4057" "ENSG00000175455" "CCDC14" 64770 "coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766]" 36.3 "3"
"4058" "ENSG00000175467" "SART1" 9092 "squamous cell carcinoma antigen recognized by T cells [Source:HGNC Symbol;Acc:HGNC:10538]" 55.3 "11"
"4059" "ENSG00000175482" "POLD4" 57804 "polymerase (DNA-directed), delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]" 58.09 "11"
"4060" "ENSG00000175535" "PNLIP" 5406 "pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]" 39.14 "10"
"4061" "ENSG00000175550" "DRAP1" 10589 "DR1-associated protein 1 (negative cofactor 2 alpha) [Source:HGNC Symbol;Acc:HGNC:3019]" 65.51 "11"
"4062" "ENSG00000175567" "UCP2" 7351 "uncoupling protein 2 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:HGNC:12518]" 53.18 "11"
"4063" "ENSG00000175573" "C11orf68" 83638 "chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]" 61.82 "11"
"4064" "ENSG00000175582" "RAB6A" 5870 "RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]" 41.4 "11"
"4065" "ENSG00000175602" "CCDC85B" 11007 "coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926]" 67.65 "11"
"4066" "ENSG00000175646" "PRM1" 5619 "protamine 1 [Source:HGNC Symbol;Acc:HGNC:9447]" 55.92 "16"
"4067" "ENSG00000175662" "TOM1L2" 146691 "target of myb1-like 2 (chicken) [Source:HGNC Symbol;Acc:HGNC:11984]" 48.26 "17"
"4068" "ENSG00000175727" "MLXIP" 22877 "MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]" 50.38 "12"
"4069" "ENSG00000175745" "NR2F1" 7025 "nuclear receptor subfamily 2, group F, member 1 [Source:HGNC Symbol;Acc:HGNC:7975]" 50.27 "5"
"4070" "ENSG00000175756" "AURKAIP1" 54998 "aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]" 66.87 "1"
"4071" "ENSG00000175793" "SFN" 2810 "stratifin [Source:HGNC Symbol;Acc:HGNC:10773]" 62.8 "1"
"4072" "ENSG00000175826" "CTDNEP1" 23399 "CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]" 52.53 "17"
"4073" "ENSG00000175866" "BAIAP2" 10458 "BAI1-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:947]" 60.69 "17"
"4074" "ENSG00000175899" "A2M" 2 "alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]" 37.18 "12"
"4075" "ENSG00000175931" "UBE2O" 63893 "ubiquitin-conjugating enzyme E2O [Source:HGNC Symbol;Acc:HGNC:29554]" 49.87 "17"
"4076" "ENSG00000175970" "UNC119B" 84747 "unc-119 homolog B (C. elegans) [Source:HGNC Symbol;Acc:HGNC:16488]" 48.18 "12"
"4077" "ENSG00000176014" "TUBB6" 84617 "tubulin, beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]" 45.6 "18"
"4078" "ENSG00000176046" "NUPR1" 26471 "nuclear protein, transcriptional regulator, 1 [Source:HGNC Symbol;Acc:HGNC:29990]" 50.75 "16"
"4079" "ENSG00000176087" "SLC35A4" 113829 "solute carrier family 35, member A4 [Source:HGNC Symbol;Acc:HGNC:20753]" 54.5 "5"
"4080" "ENSG00000176095" "IP6K1" 9807 "inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360]" 44.81 "3"
"4081" "ENSG00000176155" "CCDC57" 284001 "coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]" 51.82 "17"
"4082" "ENSG00000176171" "BNIP3" NA "BCL2/adenovirus E1B 19kDa interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]" 49.27 "10"
"4083" "ENSG00000176248" "ANAPC2" 29882 "anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]" 61.65 "9"
"4084" "ENSG00000176340" "COX8A" 1351 "cytochrome c oxidase subunit VIIIA (ubiquitous) [Source:HGNC Symbol;Acc:HGNC:2294]" 57 "11"
"4085" "ENSG00000176393" "RNPEP" 6051 "arginyl aminopeptidase (aminopeptidase B) [Source:HGNC Symbol;Acc:HGNC:10078]" 48.75 "1"
"4086" "ENSG00000176407" "KCMF1" 56888 "potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]" 41.72 "2"
"4087" "ENSG00000176444" "CLK2" 1196 "CDC-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]" 50.41 "1"
"4088" "ENSG00000176454" "LPCAT4" 254531 "lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]" 52.47 "15"
"4089" "ENSG00000176485" "PLA2G16" 11145 "phospholipase A2, group XVI [Source:HGNC Symbol;Acc:HGNC:17825]" 45.84 "11"
"4090" "ENSG00000176533" "GNG7" 2788 "guanine nucleotide binding protein (G protein), gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]" 52.24 "19"
"4091" "ENSG00000176619" "LMNB2" 84823 "lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638]" 59.78 "19"
"4092" "ENSG00000176658" "MYO1D" 4642 "myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]" 40.83 "17"
"4093" "ENSG00000176720" "BOK" 666 "BCL2-related ovarian killer [Source:HGNC Symbol;Acc:HGNC:1087]" 61.66 "2"
"4094" "ENSG00000176783" "RUFY1" 80230 "RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]" 47.71 "5"
"4095" "ENSG00000176788" "BASP1" 10409 "brain abundant, membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]" 43.15 "5"
"4096" "ENSG00000176845" "METRNL" 284207 "meteorin, glial cell differentiation regulator-like [Source:HGNC Symbol;Acc:HGNC:27584]" 63.07 "17"
"4097" "ENSG00000176884" "GRIN1" 2902 "glutamate receptor, ionotropic, N-methyl D-aspartate 1 [Source:HGNC Symbol;Acc:HGNC:4584]" 62.1 "9"
"4098" "ENSG00000176903" "PNMA1" 9240 "paraneoplastic Ma antigen 1 [Source:HGNC Symbol;Acc:HGNC:9158]" 53.75 "14"
"4099" "ENSG00000176907" "C8orf4" 56892 "chromosome 8 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1357]" 36.19 "8"
"4100" "ENSG00000176915" "ANKLE2" 23141 "ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]" 51.03 "12"
"4101" "ENSG00000176953" "NFATC2IP" 84901 "nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]" 49.47 "16"
"4102" "ENSG00000176971" "FIBIN" 387758 "fin bud initiation factor homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33747]" 49.79 "11"
"4103" "ENSG00000176978" "DPP7" 29952 "dipeptidyl-peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]" 68.7 "9"
"4104" "ENSG00000176986" "SEC24C" 9632 "SEC24 family member C [Source:HGNC Symbol;Acc:HGNC:10705]" 47.03 "10"
"4105" "ENSG00000177030" "DEAF1" 10522 "DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]" 53.21 "11"
"4106" "ENSG00000177084" "POLE" 5426 "polymerase (DNA directed), epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]" 50.84 "12"
"4107" "ENSG00000177105" "RHOG" 391 "ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]" 51.22 "11"
"4108" "ENSG00000177106" "EPS8L2" 64787 "EPS8-like 2 [Source:HGNC Symbol;Acc:HGNC:21296]" 59.66 "11"
"4109" "ENSG00000177119" "ANO6" 196527 "anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]" 39.44 "12"
"4110" "ENSG00000177156" "TALDO1" 6888 "transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]" 52.03 "11"
"4111" "ENSG00000177169" "ULK1" 8408 "unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]" 62.39 "12"
"4112" "ENSG00000177189" "RPS6KA3" 6197 "ribosomal protein S6 kinase, 90kDa, polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:10432]" 37.57 "X"
"4113" "ENSG00000177200" "CHD9" 80205 "chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]" 38.92 "16"
"4114" "ENSG00000177225" "PDDC1" 347862 "Parkinson disease 7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]" 60.25 "11"
"4115" "ENSG00000177239" "MAN1B1" 11253 "mannosidase, alpha, class 1B, member 1 [Source:HGNC Symbol;Acc:HGNC:6823]" 54.87 "9"
"4116" "ENSG00000177303" "CASKIN2" 57513 "CASK interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18200]" 61.19 "17"
"4117" "ENSG00000177311" "ZBTB38" 253461 "zinc finger and BTB domain containing 38 [Source:HGNC Symbol;Acc:HGNC:26636]" 42.29 "3"
"4118" "ENSG00000177410" "ZFAS1" 441951 "ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]" 45.74 "20"
"4119" "ENSG00000177425" "PAWR" 5074 "PRKC, apoptosis, WT1, regulator [Source:HGNC Symbol;Acc:HGNC:8614]" 36.85 "12"
"4120" "ENSG00000177469" "PTRF" 284119 "polymerase I and transcript release factor [Source:HGNC Symbol;Acc:HGNC:9688]" 52.71 "17"
"4121" "ENSG00000177479" "ARIH2" 10425 "ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]" 44.51 "3"
"4122" "ENSG00000177565" "TBL1XR1" 79718 "transducin (beta)-like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]" 38.25 "3"
"4123" "ENSG00000177575" "CD163" 9332 "CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]" 37.42 "12"
"4124" "ENSG00000177600" "RPLP2" 6181 "ribosomal protein, large, P2 [Source:HGNC Symbol;Acc:HGNC:10377]" 57.05 "11"
"4125" "ENSG00000177606" "JUN" 3725 "jun proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6204]" 56.67 "1"
"4126" "ENSG00000177663" "IL17RA" 23765 "interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]" 50.68 "22"
"4127" "ENSG00000177666" "PNPLA2" 57104 "patatin-like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]" 64.55 "11"
"4128" "ENSG00000177697" "CD151" 977 "CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]" 63.43 "11"
"4129" "ENSG00000177706" "FAM20C" 56975 "family with sequence similarity 20, member C [Source:HGNC Symbol;Acc:HGNC:22140]" 59.85 "7"
"4130" "ENSG00000177728" "KIAA0195" 9772 "KIAA0195 [Source:HGNC Symbol;Acc:HGNC:28983]" 51.96 "17"
"4131" "ENSG00000177731" "FLII" 2314 "flightless I homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:3750]" 59.66 "17"
"4132" "ENSG00000177733" "HNRNPA0" 10949 "heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]" 41.07 "5"
"4133" "ENSG00000177791" "MYOZ1" 58529 "myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]" 48.11 "10"
"4134" "ENSG00000177830" "CHID1" 66005 "chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]" 59.37 "11"
"4135" "ENSG00000177879" "AP3S1" 1176 "adaptor-related protein complex 3, sigma 1 subunit [Source:HGNC Symbol;Acc:HGNC:2013]" 36.62 "5"
"4136" "ENSG00000177885" "GRB2" 2885 "growth factor receptor-bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]" 44.22 "17"
"4137" "ENSG00000177889" "UBE2N" 7334 "ubiquitin-conjugating enzyme E2N [Source:HGNC Symbol;Acc:HGNC:12492]" 40.11 "12"
"4139" "ENSG00000177951" "BET1L" 51272 "Bet1 golgi vesicular membrane trafficking protein-like [Source:HGNC Symbol;Acc:HGNC:19348]" 48.36 "11"
"4140" "ENSG00000177954" "RPS27" 6232 "ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]" 45.91 "1"
"4141" "ENSG00000177963" "RIC8A" 60626 "RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]" 57.49 "11"
"4142" "ENSG00000178028" "DMAP1" 55929 "DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]" 52.33 "1"
"4143" "ENSG00000178035" "IMPDH2" 3615 "IMP (inosine 5'-monophosphate) dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]" 53.38 "3"
"4144" "ENSG00000178038" "ALS2CL" 259173 "ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]" 57.94 "3"
"4145" "ENSG00000178057" "NDUFAF3" 25915 "NADH dehydrogenase (ubiquinone) complex I, assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]" 64.14 "3"
"4146" "ENSG00000178104" "PDE4DIP" 9659 "phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]" 41 "1"
"4147" "ENSG00000178127" "NDUFV2" 4729 "NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa [Source:HGNC Symbol;Acc:HGNC:7717]" 37.35 "18"
"4148" "ENSG00000178188" "SH2B1" 25970 "SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]" 51.11 "16"
"4149" "ENSG00000178209" "PLEC" 5339 "plectin [Source:HGNC Symbol;Acc:HGNC:9069]" 63.62 "8"
"4150" "ENSG00000178252" "WDR6" 11180 "WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]" 56.28 "3"
"4151" "ENSG00000178363" "CALML3" 810 "calmodulin-like 3 [Source:HGNC Symbol;Acc:HGNC:1452]" 58.56 "10"
"4152" "ENSG00000178372" "CALML5" 51806 "calmodulin-like 5 [Source:HGNC Symbol;Acc:HGNC:18180]" 67.05 "10"
"4153" "ENSG00000178464" "CTD-2192J16.15" NA "" 54.57 "19"
"4154" "ENSG00000178498" "DTX3" 196403 "deltex 3, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:24457]" 55.6 "12"
"4155" "ENSG00000178573" "MAF" 4094 "v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:HGNC Symbol;Acc:HGNC:6776]" 44.86 "16"
"4156" "ENSG00000178585" "CTNNBIP1" 56998 "catenin, beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]" 51.39 "1"
"4157" "ENSG00000178685" "PARP10" 84875 "poly (ADP-ribose) polymerase family, member 10 [Source:HGNC Symbol;Acc:HGNC:25895]" 54.62 "8"
"4158" "ENSG00000178695" "KCTD12" 115207 "potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]" 43.57 "13"
"4159" "ENSG00000178719" "GRINA" 2907 "glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding) [Source:HGNC Symbol;Acc:HGNC:4589]" 66.68 "8"
"4160" "ENSG00000178726" "THBD" 7056 "thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]" 54.83 "20"
"4161" "ENSG00000178741" "COX5A" 9377 "cytochrome c oxidase subunit Va [Source:HGNC Symbol;Acc:HGNC:2267]" 44.93 "15"
"4162" "ENSG00000178761" "FAM219B" 57184 "family with sequence similarity 219, member B [Source:HGNC Symbol;Acc:HGNC:24695]" 51.13 "15"
"4163" "ENSG00000178878" "APOLD1" 81575 "apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]" 42.82 "12"
"4164" "ENSG00000178913" "TAF7" 6879 "TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa [Source:HGNC Symbol;Acc:HGNC:11541]" 42.08 "5"
"4165" "ENSG00000178950" "GAK" 2580 "cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]" 56.5 "4"
"4166" "ENSG00000178951" "ZBTB7A" 51341 "zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]" 62.12 "19"
"4167" "ENSG00000178952" "TUFM" 7284 "Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]" 55.48 "16"
"4168" "ENSG00000178980" "SEPW1" 6415 "selenoprotein W, 1 [Source:HGNC Symbol;Acc:HGNC:10752]" 54.44 "19"
"4169" "ENSG00000178982" "EIF3K" 27335 "eukaryotic translation initiation factor 3, subunit K [Source:HGNC Symbol;Acc:HGNC:24656]" 50.37 "19"
"4170" "ENSG00000178988" "MRFAP1L1" 114932 "Morf4 family associated protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:28796]" 44.91 "4"
"4171" "ENSG00000179010" "MRFAP1" 93621 "Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]" 53.11 "4"
"4172" "ENSG00000179051" "RCC2" 55920 "regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]" 51.68 "1"
"4173" "ENSG00000179091" "CYC1" 1537 "cytochrome c-1 [Source:HGNC Symbol;Acc:HGNC:2579]" 63.31 "8"
"4174" "ENSG00000179094" "PER1" 5187 "period circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:8845]" 58.98 "17"
"4175" "ENSG00000179134" "SAMD4B" 55095 "sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]" 49.82 "19"
"4176" "ENSG00000179195" "ZNF664" 144348 "zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]" 44.11 "12"
"4177" "ENSG00000179218" "CALR" 811 "calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]" 53.01 "19"
"4178" "ENSG00000179222" "MAGED1" 9500 "melanoma antigen family D1 [Source:HGNC Symbol;Acc:HGNC:6813]" 39 "X"
"4179" "ENSG00000179262" "RAD23A" 5886 "RAD23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:9812]" 54.44 "19"
"4180" "ENSG00000179295" "PTPN11" 5781 "protein tyrosine phosphatase, non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]" 43.16 "12"
"4181" "ENSG00000179335" "CLK3" 1198 "CDC-like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]" 54.25 "15"
"4182" "ENSG00000179364" "PACS2" 23241 "phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]" 57.4 "14"
"4183" "ENSG00000179403" "VWA1" 64856 "von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]" 66.36 "1"
"4184" "ENSG00000179456" "ZBTB18" 10472 "zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:13030]" 44.35 "1"
"4185" "ENSG00000179526" "SHARPIN" 81858 "SHANK-associated RH domain interactor [Source:HGNC Symbol;Acc:HGNC:25321]" 60.75 "8"
"4186" "ENSG00000179604" "CDC42EP4" 23580 "CDC42 effector protein (Rho GTPase binding) 4 [Source:HGNC Symbol;Acc:HGNC:17147]" 52.99 "17"
"4187" "ENSG00000179632" "MAF1" 84232 "MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24966]" 63.19 "8"
"4188" "ENSG00000179751" "SYCN" 342898 "syncollin [Source:HGNC Symbol;Acc:HGNC:18442]" 63.79 "19"
"4189" "ENSG00000179776" "CDH5" 1003 "cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:HGNC:1764]" 49.55 "16"
"4190" "ENSG00000179818" "PCBP1-AS1" 400960 "PCBP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42948]" 45.84 "2"
"4191" "ENSG00000179820" "MYADM" 91663 "myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]" 58.37 "19"
"4192" "ENSG00000179889" "PDXDC1" 23042 "pyridoxal-dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]" 46.49 "16"
"4194" "ENSG00000179912" "R3HDM2" 22864 "R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]" 43.16 "12"
"4195" "ENSG00000179918" "SEPHS2" 22928 "selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]" 51.31 "16"
"4196" "ENSG00000179950" "PUF60" 22827 "poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:HGNC:17042]" 62.04 "8"
"4197" "ENSG00000180011" "ZADH2" 284273 "zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697]" 46.75 "18"
"4198" "ENSG00000180104" "EXOC3" 11336 "exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]" 51.24 "5"
"4199" "ENSG00000180139" "ACTA2-AS1" NA "ACTA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45169]" 43.42 "10"
"4200" "ENSG00000180155" "LYNX1" 66004 "Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]" 62.31 "8"
"4201" "ENSG00000180182" "MED14" 9282 "mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]" 38.86 "X"
"4202" "ENSG00000180209" "MYLPF" 29895 "myosin light chain, phosphorylatable, fast skeletal muscle [Source:HGNC Symbol;Acc:HGNC:29824]" 54.7 "16"
"4203" "ENSG00000180304" "OAZ2" 4947 "ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]" 47.83 "15"
"4204" "ENSG00000180353" "HCLS1" 3059 "hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]" 41.45 "3"
"4205" "ENSG00000180354" "MTURN" 222166 "maturin, neural progenitor differentiation regulator homolog (Xenopus) [Source:HGNC Symbol;Acc:HGNC:25457]" 46.82 "7"
"4206" "ENSG00000180357" "ZNF609" 23060 "zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]" 42.67 "15"
"4207" "ENSG00000180370" "PAK2" 5062 "p21 protein (Cdc42/Rac)-activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]" 41.7 "3"
"4208" "ENSG00000180398" "MCFD2" 90411 "multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451]" 45.38 "2"
"4209" "ENSG00000180628" "PCGF5" 84333 "polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]" 38.13 "10"
"4210" "ENSG00000180817" "PPA1" 5464 "pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:HGNC:9226]" 39.81 "10"
"4211" "ENSG00000180879" "SSR4" 6748 "signal sequence receptor, delta [Source:HGNC Symbol;Acc:HGNC:11326]" 61.54 "X"
"4212" "ENSG00000180891" "CUEDC1" 404093 "CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]" 51.38 "17"
"4213" "ENSG00000180900" "SCRIB" 23513 "scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]" 62.5 "8"
"4214" "ENSG00000180901" "KCTD2" 23510 "potassium channel tetramerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21294]" 49.14 "17"
"4215" "ENSG00000180902" "D2HGDH" 728294 "D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358]" 56.88 "2"
"4216" "ENSG00000180957" "PITPNB" 23760 "phosphatidylinositol transfer protein, beta [Source:HGNC Symbol;Acc:HGNC:9002]" 39.71 "22"
"4217" "ENSG00000181019" "NQO1" 1728 "NAD(P)H dehydrogenase, quinone 1 [Source:HGNC Symbol;Acc:HGNC:2874]" 47.09 "16"
"4218" "ENSG00000181061" "HIGD1A" 25994 "HIG1 hypoxia inducible domain family, member 1A [Source:HGNC Symbol;Acc:HGNC:29527]" 42.66 "3"
"4219" "ENSG00000181090" "EHMT1" 79813 "euchromatic histone-lysine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]" 49.25 "9"
"4220" "ENSG00000181092" "ADIPOQ" 9370 "adiponectin, C1Q and collagen domain containing [Source:HGNC Symbol;Acc:HGNC:13633]" 43.86 "3"
